SIC_Code,Description,Description_Detail,Category_Name,Category_ID
5681,Furriers and Fur Shops,Furriers and Fur Shops,Shopping & Retail,3
5691,"Men’s, Women’s Clothing Stores",Men’s and Women’s Clothing Stores,Shopping & Retail,3
5697,"Tailors, Alterations","Tailors, Seamstress, Mending, and Alterations",Shopping & Retail,3
5698,Wig and Toupee Stores,Wig and Toupee Stores,Shopping & Retail,3
5699,Miscellaneous Apparel and Accessory Shops,Miscellaneous Apparel and Accessory Shops,Shopping & Retail,3
5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances","Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",Shopping & Retail,3
5713,Floor Covering Stores,Floor Covering Stores,Shopping & Retail,3
5714,"Drapery, Window Covering, and Upholstery Stores","Drapery, Window Covering and Upholstery Stores",Shopping & Retail,3
5718,"Fireplace, Fireplace Screens, and Accessories Stores","Fireplace, Fireplace Screens, and Accessories Stores",Shopping & Retail,3
5719,Miscellaneous Home Furnishing Specialty Stores,Miscellaneous Home Furnishing Specialty Stores,Shopping & Retail,3
5722,Household Appliance Stores,Household Appliance Stores,Shopping & Retail,3
5732,Electronics Stores,Electronic Sales,Shopping & Retail,3
5733,"Music Stores-Musical Instruments, Pianos, and Sheet Music","Music Stores, Musical Instruments, Piano Sheet Music",Shopping & Retail,3
5734,Computer Software Stores,Computer Software Stores,Shopping & Retail,3
5735,Record Stores,Record Shops,Shopping & Retail,3
5811,Caterers,Caterers,Food & Dining,2
5812,"Eating Places, Restaurants",Eating places and Restaurants,Food & Dining,2
5813,Drinking Places,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",Food & Dining,2
5814,Fast Food Restaurants,Fast Food Restaurants,Food & Dining,2
5815,,"Digital Goods: Media, Books, Movies, Music",Entertainment,10
5816,,Digital Goods: Games,Entertainment,10
5817,,Digital Goods: Applications (Excludes Games),Entertainment,10
5818,,Digital Goods: Large Digital Goods Merchant,Entertainment,10
5832,,"Antique Shops – Sales, Repairs, and Restoration Services",Shopping & Retail,3
5912,Drug Stores and Pharmacies,Drug Stores and Pharmacies,Healthcare,12
5921,"Package Stores-Beer, Wine, and Liquor","Package Stores – Beer, Wine, and Liquor",Shopping & Retail,3
5931,Used Merchandise and Secondhand Stores,Used Merchandise and Secondhand Stores,Shopping & Retail,3
5932,Antique Shops,Antique Shops,Shopping & Retail,3
5933,Pawn Shops,Pawn Shops and Salvage Yards,Shopping & Retail,3
5935,Wrecking and Salvage Yards,Wrecking and Salvage Yards,Auto & Maintenance,5
5937,Antique Reproductions,Antique Reproductions,Shopping & Retail,3
5940,Bicycle Shops,Bicycle Shops – Sales and Service,Shopping & Retail,3
5941,Sporting Goods Stores,Sporting Goods Stores,Shopping & Retail,3
5942,Book Stores,Book Stores,Shopping & Retail,3
5943,"Stationery Stores, Office, and School Supply Stores","Stationery Stores, Office and School Supply Stores",Shopping & Retail,3
5944,"Jewelry Stores, Watches, Clocks, and Silverware Stores","Watch, Clock, Jewelry, and Silverware Stores",Shopping & Retail,3
5945,"Hobby, Toy, and Game Shops","Hobby, Toy, and Game Shops",Shopping & Retail,3
5946,Camera and Photographic Supply Stores,Camera and Photographic Supply Stores,Shopping & Retail,3
5947,"Gift, Card, Novelty, and Souvenir Shops","Card Shops, Gift, Novelty, and Souvenir Shops",Gifts & Social,11
5948,Luggage and Leather Goods Stores,Leather Goods Stores,Shopping & Retail,3
5949,"Sewing, Needlework, Fabric, and Piece Goods Stores","Sewing, Needle, Fabric, and Price Goods Stores",Shopping & Retail,3
5950,"Glassware, Crystal Stores",Glassware/Crystal Stores,Shopping & Retail,3
5960,Direct Marketing - Insurance Services,Direct Marketing- Insurance Service,Insurance,7
5961,,"Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",Shopping & Retail,3
5962,Direct Marketing - Travel,Direct Marketing – Travel Related Arrangements Services,Travel/Transport,17
5963,Door-To-Door Sales,Door-to-Door Sales,Shopping & Retail,3
5964,Direct Marketing - Catalog Merchant,Direct Marketing – Catalog Merchant,Shopping & Retail,3
5965,Direct Marketing - Combination Catalog and Retail Merchant,Direct Marketing – Catalog and Catalog and Retail Merchant,Shopping & Retail,3
5966,Direct Marketing - Outbound Tele,Direct Marketing- Outbound Telemarketing Merchant,Shopping & Retail,3
5967,Direct Marketing - Inbound Tele,Direct Marketing – Inbound Teleservices Merchant,Shopping & Retail,3
5968,Direct Marketing - Subscription,Direct Marketing – Continuity/Subscription Merchant,Shopping & Retail,3
5969,Direct Marketing - Other ,Direct Marketing – Not Elsewhere Classified,Shopping & Retail,3
5970,Artist’s Supply and Craft Shops,Artist’s Supply and Craft Shops,Shopping & Retail,3
5971,Art Dealers and Galleries,Art Dealers and Galleries,Shopping & Retail,3
5972,Stamp and Coin Stores,Stamp and Coin Stores – Philatelic and Numismatic Supplies,Shopping & Retail,3
5973,Religious Goods Stores,Religious Goods Stores,Gifts & Social,11
5975,Hearing Aids Sales and Supplies,"Hearing Aids – Sales, Service, and Supply Stores",Healthcare,12
5976,Orthopedic Goods - Prosthetic Devices,Orthopedic Goods Prosthetic Devices,Healthcare,12
5977,Cosmetic Stores,Cosmetic Stores,Shopping & Retail,3
5978,Typewriter Stores,"Typewriter Stores – Sales, Rental, Service",Shopping & Retail,3
5983,Fuel Dealers (Non Automotive),"Fuel – Fuel Oil, Wood, Coal, Liquefied Petroleum",Gas & Fuel,6
5992,Florists,Florists,Gifts & Social,11
5993,Cigar Stores and Stands,Cigar Stores and Stands,Shopping & Retail,3
5994,News Dealers and Newsstands,News Dealers and Newsstands,Shopping & Retail,3
5995,"Pet Shops, Pet Food, and Supplies","Pet Shops, Pet Foods, and Supplies Stores",Groceries & Household,1
5996,Swimming Pools Sales,"Swimming Pools – Sales, Service, and Supplies",Housing & Utilities,4
5997,Electric Razor Stores,Electric Razor Stores – Sales and Service,Shopping & Retail,3
5998,Tent and Awning Shops,Tent and Awning Shops,Housing & Utilities,4
5999,Miscellaneous Specialty Retail,Miscellaneous and Specialty Retail Stores,Shopping & Retail,3
6010,Manual Cash Disburse,Financial Institutions – Manual Cash Disbursements,Skip / Ignore,16
6011,Automated Cash Disburse,Financial Institutions – Manual Cash Disbursements,Skip / Ignore,16
6012,Financial Institutions,Financial Institutions – Merchandise and Services,Skip / Ignore,16
6051,"Non-FI, Money Orders","Non-Financial Institutions – Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques",Skip / Ignore,16
6211,Security Brokers/Dealers,Security Brokers/Dealers,Investment,13
6300,"Insurance Underwriting, Premiums","Insurance Sales, Underwriting, and Premiums",Insurance,7
6381,,"Insurance Premiums, (no longer valid for first presentment work)",Insurance,7
6399,Insurance - Default,"Insurance, Not Elsewhere Classified ( no longer valid forfirst presentment work)",Insurance,7
6513,Real Estate Agents and Managers - Rentals,Real Estate Agents and Managers - Rentals,Housing & Utilities,4
7011,"Hotels, Motels, and Resorts","Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",Travel/Transport,17
7012,Timeshares,Timeshares,Travel/Transport,17
7032,Sporting/Recreation Camps,Sporting and Recreational Camps,Travel/Transport,17
7033,"Trailer Parks, Campgrounds",Trailer Parks and Camp Grounds,Travel/Transport,17
7210,"Laundry, Cleaning Services","Laundry, Cleaning, and Garment Services",Housing & Utilities,4
7211,Laundries ,Laundry – Family and Commercial,Housing & Utilities,4
7216,Dry Cleaners,Dry Cleaners,Housing & Utilities,4
7217,Carpet/Upholstery Cleaning,Carpet and Upholstery Cleaning,Housing & Utilities,4
7221,Photographic Studios,Photographic Studios,,
7230,Barber and Beauty Shops,Barber and Beauty Shops,Fitness & Wellness,8
7251,Shoe Repair/Hat Cleaning,"Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops",Shopping & Retail,3
7261,"Funeral Services, Crematories",Funeral Service and Crematories,Extended/Family-Expense,18
7273,Dating/Escort Services,Dating and Escort Services,Entertainment,10
7276,Tax Preparation Services,Tax Preparation Service,Yearly-Once,19
7277,Counseling Services,"Counseling Service – Debt, Marriage, Personal",Healthcare,12
7278,Buying/Shopping Services,"Buying/Shopping Services, Clubs",Shopping & Retail,3
7296,Clothing Rental ,"Clothing Rental – Costumes, Formal Wear, Uniforms",Shopping & Retail,3
7297,Massage Parlors,Massage Parlors,Fitness & Wellness,8
7298,Health and Beauty Spas,Health and Beauty Shops,Fitness & Wellness,8
7299,Miscellaneous General Services,Miscellaneous Personal Services ( not elsewhere classifies),,
7311,Advertising Services,Advertising Services,,
7321,Credit Reporting Agencies,Consumer Credit Reporting Agencies,,
7332,,Blueprinting and Photocopying Services,,
7333,"Commercial Photography, Art and Graphics","Commercial Photography, Art and Graphics",,
7338,"Quick Copy, Repro, and Blueprint","Quick Copy, Reproduction and Blueprinting Services",,
7339,Secretarial Support Services,Stenographic and Secretarial Support Services,,
7342,Exterminating Services,Exterminating and Disinfecting Services,Housing & Utilities,4
7349,Cleaning and Maintenance,"Cleaning and Maintenance, Janitorial Services",Housing & Utilities,4
7361,Employment/Temp Agencies,"Employment Agencies, Temporary Help Services",,
7372,Computer Programming,"Computer Programming, Integrated Systems Design and Data Processing Services",,
7375,Information Retrieval Services,Information Retrieval Services,,
7379,Computer Repair,"Computer Maintenance and Repair Services, Not Elsewhere Classified",Shopping & Retail,3
7392,"Consulting, Public Relations","Management, Consulting, and Public Relations Services",,
7393,Detective Agencies,Protective and Security Services – Including Armored Carsand Guard Dogs,,
7394,Equipment Rental ,"Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental",Shopping & Retail,3
7395,Photo Developing,"Photofinishing Laboratories, Photo Developing",,
7399,Miscellaneous Business Services ,"Business Services, Not Elsewhere Classified",,
7511,Truck Stop,Truck Stop,Gas & Fuel,6
7512,Car Rental Agencies,Car Rental Companies ( Not Listed Below),Travel/Transport,17
7513,Truck/Utility Trailer Rentals,Truck and Utility Trailer Rentals,Travel/Transport,17
7519,Recreational Vehicle Rentals,Motor Home and Recreational Vehicle Rentals,Travel/Transport,17
7523,"Parking Lots, Garages",Automobile Parking Lots and Garages,Travel/Transport,17
7531,Auto Body Repair Shops,Automotive Body Repair Shops,Auto & Maintenance,5
7534,Tire Retreading and Repair,Tire Re-treading and Repair Shops,Auto & Maintenance,5
7535,Auto Paint Shops,Paint Shops – Automotive,Auto & Maintenance,5
7538,Auto Service Shops,Automotive Service Shops,Auto & Maintenance,5
7542,Car Washes,Car Washes,Auto & Maintenance,5
7549,Towing Services,Towing Services,Auto & Maintenance,5
7622,Electronics Repair Shops,Radio Repair Shops,Shopping & Retail,3
7623,"A/C, Refrigeration Repair",Air Conditioning and Refrigeration Repair Shops,Housing & Utilities,4
7629,Small Appliance Repair,Electrical And Small Appliance Repair Shops,Housing & Utilities,4
7631,Watch/Jewelry Repair,"Watch, Clock, and Jewelry Repair",Shopping & Retail,3
7641,"Furniture Repair, Refinishing","Furniture, Furniture Repair, and Furniture Refinishing",Housing & Utilities,4
7692,Welding Repair,Welding Repair,,
7699,Miscellaneous Repair Shops,Repair Shops and Related Services –Miscellaneous,,
7800,,Government-Owned Lotteries,Entertainment,10
7801,,Government-Licensed On-Line Casinos (On-Line Gambling),Entertainment,10
7802,,Government-Licensed Horse/Dog Racing,Entertainment,10
7829,Picture/Video Production,Motion Pictures and Video Tape Production and Distribution,Entertainment,10
7832,Motion Picture Theaters,Motion Picture Theaters,Entertainment,10
7841,Video Tape Rental Stores,Video Tape Rental Stores,Entertainment,10
7911,"Dance Hall, Studios, Schools","Dance Halls, Studios and Schools",Fitness & Wellness,8
7922,Theatrical Ticket Agencies,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",Entertainment,10
7929,"Bands, Orchestras","Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)",Entertainment,10
7932,Billiard/Pool Establishments,Billiard and Pool Establishments,Entertainment,10
7933,Bowling Alleys,Bowling Alleys,Entertainment,10
7941,Sports Clubs/Fields,"Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters",Fitness & Wellness,8
7991,Tourist Attractions and Exhibits,Tourist Attractions and Exhibits,Entertainment,10
7992,Golf Courses - Public,Golf Courses – Public,Fitness & Wellness,8
7993,Video Amusement Game Supplies,Video Amusement Game Supplies,Entertainment,10
7994,Video Game Arcades,Video Game Arcades/Establishments,Entertainment,10
7995,Betting/Casino Gambling,"Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)",Entertainment,10
7996,Amusement Parks/Carnivals,"Amusement Parks, Carnivals, Circuses, Fortune Tellers",Entertainment,10
7997,Country Clubs,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",Fitness & Wellness,8
7998,Aquariums,"Aquariums, Sea-aquariums, Dolphinariums",Entertainment,10
7999,Miscellaneous Recreation Services,Recreation Services (Not Elsewhere Classified),Entertainment,10
8011,Doctors,Doctors and Physicians (Not Elsewhere Classified),Healthcare,12
8021,"Dentists, Orthodontists",Dentists and Orthodontists,Healthcare,12
8031,Osteopaths,Osteopaths,Healthcare,12
8041,Chiropractors,Chiropractors,Healthcare,12
8042,"Optometrists, Ophthalmologist",Optometrists and Ophthalmologists,Healthcare,12
8043,"Opticians, Eyeglasses","Opticians, Opticians Goods and Eyeglasses",Healthcare,12
8044,,"Opticians, Optical Goods, and Eyeglasses (no longer validfor first presentments)",Healthcare,12
8049,"Chiropodists, Podiatrists",Podiatrists and Chiropodists,Healthcare,12
8050,Nursing/Personal Care ,Nursing and Personal Care Facilities,Healthcare,12
8062,Hospitals,Hospitals,Healthcare,12
8071,Medical and Dental Labs,Medical and Dental Laboratories,Healthcare,12
8099,Medical Services ,Medical Services and Health Practitioners (Not Elsewhere Classified),Healthcare,12
8111,"Legal Services, Attorneys",Legal Services and Attorneys,,
8211,"Elementary, Secondary Schools",Elementary and Secondary Schools,Extended/Family-Expense,18
8220,"Colleges, Universities","Colleges, Junior Colleges, Universities, and ProfessionalSchools",Extended/Family-Expense,18
8241,Correspondence Schools,Correspondence Schools,Extended/Family-Expense,18
8244,Business/Secretarial Schools,Business and Secretarial Schools,Extended/Family-Expense,18
8249,Vocational/Trade Schools,Vocational Schools and Trade Schools,Extended/Family-Expense,18
8299,Educational Services ,Schools and Educational Services ( Not Elsewhere Classified),Extended/Family-Expense,18
8351,Child Care Services,Child Care Services,Extended/Family-Expense,18
8398,Charitable and Social Service Organizations - Fundraising,Charitable and Social Service Organizations,Gifts & Social,11
8641,"Civic, Social, Fraternal Associations","Civic, Fraternal, and Social Associations",Gifts & Social,11
8651,Political Organizations,Political Organizations,Gifts & Social,11
8661,Religious Organizations,Religious Organizations,Gifts & Social,11
8675,Automobile Associations,Automobile Associations,Auto & Maintenance,5
8699,Membership Organizations,Membership Organizations ( Not Elsewhere Classified),,
8734,Testing Laboratories,Testing Laboratories ( non-medical),Healthcare,12
8911,Architectural/Surveying Services,Architectural – Engineering and Surveying Services,,
8931,Accounting/Bookkeeping Services,"Accounting, Auditing, and Bookkeeping Services",,
8999,Professional Services,Professional Services ( Not Elsewhere Defined),,
9211,"Court Costs, Including Alimony and Child Support - Courts of Law","Court Costs, including Alimony and Child Support",Extended/Family-Expense,18
9222,Fines - Government Administrative Entities,Fines,,
9223,"Bail and Bond Payments (payment to the surety for the bond, not the actual bond paid to the government agency) ",Bail and Bond Payments,,
9311,Tax Payments - Government Agencies,Tax Payments,Yearly-Once,19
9399,Government Services (Not Elsewhere Classified),Government Services ( Not Elsewhere Classified),,
9402,Postal Services - Government Only,Postal Services – Government Only,,
9405,U.S. Federal Government Agencies or Departments,Intra – Government Transactions,Skip / Ignore,16
9700,,Automated Referral Service ( For Visa Only),Skip / Ignore,16
9701,,Visa Credential Service ( For Visa Only),Skip / Ignore,16
9702,,GCAS Emergency Services ( For Visa Only),Skip / Ignore,16
9950,Intra-Company Purchases,Intra – Company Purchases ( For Visa Only),Skip / Ignore,16
