SIC_Code,Description,Description_Detail,Category_Name,Category_ID
3575,Hotels/Motels/Inns/Resorts,VAGABOND HOTELS,Travel/Transport,17
3576,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3577,Hotels/Motels/Inns/Resorts,MANDARIN ORIENTAL HOTEL,Travel/Transport,17
3578,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3579,Hotels/Motels/Inns/Resorts,HOTEL MERCURE,Travel/Transport,17
3580,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3581,Hotels/Motels/Inns/Resorts,DELTA HOTEL,Travel/Transport,17
3582,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3583,Hotels/Motels/Inns/Resorts,SAS HOTELS,Travel/Transport,17
3584,Hotels/Motels/Inns/Resorts,PRINCESS HOTELS INTERNATIONAL,Travel/Transport,17
3585,Hotels/Motels/Inns/Resorts,HUNGAR HOTELS,Travel/Transport,17
3586,Hotels/Motels/Inns/Resorts,SOKOS HOTELS,Travel/Transport,17
3587,Hotels/Motels/Inns/Resorts,DORAL HOTELS,Travel/Transport,17
3588,Hotels/Motels/Inns/Resorts,HELMSLEY HOTELS,Travel/Transport,17
3589,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3590,Hotels/Motels/Inns/Resorts,FAIRMONT HOTELS,Travel/Transport,17
3591,Hotels/Motels/Inns/Resorts,SONESTA HOTELS,Travel/Transport,17
3592,Hotels/Motels/Inns/Resorts,OMNI HOTELS,Travel/Transport,17
3593,Hotels/Motels/Inns/Resorts,CUNARD HOTELS,Travel/Transport,17
3594,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3595,Hotels/Motels/Inns/Resorts,HOSPITALITY INTERNATIONAL,Healthcare,12
3596,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3597,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3598,Hotels/Motels/Inns/Resorts,REGENT INTERNATIONAL HOTELS,Travel/Transport,17
3599,Hotels/Motels/Inns/Resorts,PANNONIA HOTELS,Travel/Transport,17
3600,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3601,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3602,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3603,Hotels/Motels/Inns/Resorts,NOAH’S HOTELS,Travel/Transport,17
3604,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3605,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3606,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3607,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3608,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3609,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3610,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3611,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3612,Hotels/Motels/Inns/Resorts,MOVENPICK HOTELS,Travel/Transport,17
3613,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3614,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3615,Hotels/Motels/Inns/Resorts,TRAVELODGE,Travel/Transport,17
3616,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3617,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3618,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3619,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3620,Hotels/Motels/Inns/Resorts,TELFORD INTERNATIONAL,Travel/Transport,17
3621,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3622,Hotels/Motels/Inns/Resorts,MERLIN HOTELS,Travel/Transport,17
3623,Hotels/Motels/Inns/Resorts,DORINT HOTELS,Travel/Transport,17
3624,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3625,Hotels/Motels/Inns/Resorts,HOTLE UNIVERSALE,Travel/Transport,17
3626,Hotels/Motels/Inns/Resorts,PRINCE HOTELS,Travel/Transport,17
3627,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3628,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3629,Hotels/Motels/Inns/Resorts,DAN HOTELS,Travel/Transport,17
3630,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3631,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3632,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3633,Hotels/Motels/Inns/Resorts,RANK HOTELS,Travel/Transport,17
3634,Hotels/Motels/Inns/Resorts,SWISSOTEL,Travel/Transport,17
3635,Hotels/Motels/Inns/Resorts,RESO HOTELS,Travel/Transport,17
3636,Hotels/Motels/Inns/Resorts,SAROVA HOTELS,Travel/Transport,17
3637,Hotels/Motels/Inns/Resorts,"RAMADA INNS, RAMADA LIMITED",Travel/Transport,17
3638,Hotels/Motels/Inns/Resorts,"HO JO INN, HOWARD JOHNSON",Travel/Transport,17
3639,Hotels/Motels/Inns/Resorts,MOUNT CHARLOTTE THISTLE,Travel/Transport,17
3640,Hotels/Motels/Inns/Resorts,HYATT HOTEL,Travel/Transport,17
3641,Hotels/Motels/Inns/Resorts,SOFITEL HOTELS,Travel/Transport,17
3642,Hotels/Motels/Inns/Resorts,NOVOTEL HOTELS,Travel/Transport,17
3643,Hotels/Motels/Inns/Resorts,STEIGENBERGER HOTELS,Travel/Transport,17
3644,Hotels/Motels/Inns/Resorts,ECONO LODGES,Travel/Transport,17
3645,Hotels/Motels/Inns/Resorts,QUEENS MOAT HOUSES,Travel/Transport,17
3646,Hotels/Motels/Inns/Resorts,SWALLOW HOTELS,Travel/Transport,17
3647,Hotels/Motels/Inns/Resorts,HUSA HOTELS,Travel/Transport,17
3648,Hotels/Motels/Inns/Resorts,DE VERE HOTELS,Travel/Transport,17
3649,Hotels/Motels/Inns/Resorts,RADISSON HOTELS,Travel/Transport,17
3650,Hotels/Motels/Inns/Resorts,RED ROOK INNS,Travel/Transport,17
3651,Hotels/Motels/Inns/Resorts,IMPERIAL LONDON HOTEL,Travel/Transport,17
3652,Hotels/Motels/Inns/Resorts,EMBASSY HOTELS,Travel/Transport,17
3653,Hotels/Motels/Inns/Resorts,PENTA HOTELS,Travel/Transport,17
3654,Hotels/Motels/Inns/Resorts,LOEWS HOTELS,Travel/Transport,17
3655,Hotels/Motels/Inns/Resorts,SCANDIC HOTELS,Travel/Transport,17
3656,Hotels/Motels/Inns/Resorts,SARA HOTELS,Travel/Transport,17
3657,Hotels/Motels/Inns/Resorts,OBEROI HOTELS,Travel/Transport,17
3658,Hotels/Motels/Inns/Resorts,OTANI HOTELS,Travel/Transport,17
3659,Hotels/Motels/Inns/Resorts,TAJ HOTELS INTERNATIONAL,Travel/Transport,17
3660,Hotels/Motels/Inns/Resorts,KNIGHTS INNS,Travel/Transport,17
3661,Hotels/Motels/Inns/Resorts,METROPOLE HOTELS,Travel/Transport,17
3662,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3663,Hotels/Motels/Inns/Resorts,HOTELES EL PRESIDENTS,Travel/Transport,17
3664,Hotels/Motels/Inns/Resorts,FLAG INN,Travel/Transport,17
3665,Hotels/Motels/Inns/Resorts,HAMPTON INNS,Travel/Transport,17
3666,Hotels/Motels/Inns/Resorts,STAKIS HOTELS,Travel/Transport,17
3667,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3668,Hotels/Motels/Inns/Resorts,MARITIM HOTELS,Travel/Transport,17
3669,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3670,Hotels/Motels/Inns/Resorts,ARCARD HOTELS,Travel/Transport,17
3671,Hotels/Motels/Inns/Resorts,ARCTIA HOTELS,Travel/Transport,17
3672,Hotels/Motels/Inns/Resorts,CAMPANIEL HOTELS,Travel/Transport,17
3673,Hotels/Motels/Inns/Resorts,IBUSZ HOTELS,Travel/Transport,17
3674,Hotels/Motels/Inns/Resorts,RANTASIPI HOTELS,Travel/Transport,17
3675,Hotels/Motels/Inns/Resorts,INTERHOTEL CEDOK,Travel/Transport,17
3676,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3677,Hotels/Motels/Inns/Resorts,CLIMAT DE FRANCE HOTELS,Travel/Transport,17
3678,Hotels/Motels/Inns/Resorts,CUMULUS HOTELS,Travel/Transport,17
3679,Hotels/Motels/Inns/Resorts,DANUBIUS HOTEL,Travel/Transport,17
3680,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3681,Hotels/Motels/Inns/Resorts,ADAMS MARK HOTELS,Travel/Transport,17
3682,Hotels/Motels/Inns/Resorts,ALLSTAR INNS,Travel/Transport,17
3683,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3684,Hotels/Motels/Inns/Resorts,BUDGET HOST INNS,Travel/Transport,17
3685,Hotels/Motels/Inns/Resorts,BUDGETEL HOTELS,Travel/Transport,17
3686,Hotels/Motels/Inns/Resorts,SUISSE CHALETS,Travel/Transport,17
3687,Hotels/Motels/Inns/Resorts,CLARION HOTELS,Travel/Transport,17
3688,Hotels/Motels/Inns/Resorts,COMPRI HOTELS,Travel/Transport,17
3689,Hotels/Motels/Inns/Resorts,CONSORT HOTELS,Travel/Transport,17
3690,Hotels/Motels/Inns/Resorts,COURTYARD BY MARRIOTT,Travel/Transport,17
3691,Hotels/Motels/Inns/Resorts,DILLION INNS,Travel/Transport,17
3692,Hotels/Motels/Inns/Resorts,DOUBLETREE HOTELS,Travel/Transport,17
3693,Hotels/Motels/Inns/Resorts,DRURY INNS,Travel/Transport,17
3694,Hotels/Motels/Inns/Resorts,ECONOMY INNS OF AMERICA,Travel/Transport,17
3695,Hotels/Motels/Inns/Resorts,EMBASSY SUITES,Travel/Transport,17
3696,Hotels/Motels/Inns/Resorts,EXEL INNS,Travel/Transport,17
3697,Hotels/Motels/Inns/Resorts,FARFIELD HOTELS,Travel/Transport,17
3698,Hotels/Motels/Inns/Resorts,HARLEY HOTELS,Travel/Transport,17
3699,Hotels/Motels/Inns/Resorts,MIDWAY MOTOR LODGE,Travel/Transport,17
3700,Hotels/Motels/Inns/Resorts,MOTEL 6,Travel/Transport,17
3701,Hotels/Motels/Inns/Resorts,GUEST QUARTERS (Formally PICKETT SUITE HOTELS),Travel/Transport,17
3702,Hotels/Motels/Inns/Resorts,THE REGISTRY HOTELS,Travel/Transport,17
3703,Hotels/Motels/Inns/Resorts,RESIDENCE INNS,Travel/Transport,17
3704,Hotels/Motels/Inns/Resorts,ROYCE HOTELS,Travel/Transport,17
3705,Hotels/Motels/Inns/Resorts,SANDMAN INNS,Travel/Transport,17
3706,Hotels/Motels/Inns/Resorts,SHILO INNS,Travel/Transport,17
3707,Hotels/Motels/Inns/Resorts,SHONEY’S INNS,Travel/Transport,17
3708,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3709,Hotels/Motels/Inns/Resorts,SUPER8 MOTELS,Travel/Transport,17
3710,Hotels/Motels/Inns/Resorts,THE RITZ CARLTON HOTELS,Travel/Transport,17
3711,Hotels/Motels/Inns/Resorts,FLAG INNS (AUSRALIA),Travel/Transport,17
3712,Hotels/Motels/Inns/Resorts,GOLDEN CHAIN HOTEL,Travel/Transport,17
3713,Hotels/Motels/Inns/Resorts,QUALITY PACIFIC HOTEL,Travel/Transport,17
3714,Hotels/Motels/Inns/Resorts,FOUR SEASONS HOTEL (AUSTRALIA),Travel/Transport,17
3715,Hotels/Motels/Inns/Resorts,FARIFIELD INN,Travel/Transport,17
3716,Hotels/Motels/Inns/Resorts,CARLTON HOTELS,Travel/Transport,17
3717,Hotels/Motels/Inns/Resorts,CITY LODGE HOTELS,Travel/Transport,17
3718,Hotels/Motels/Inns/Resorts,KAROS HOTELS,Travel/Transport,17
3719,Hotels/Motels/Inns/Resorts,PROTEA HOTELS,Travel/Transport,17
3720,Hotels/Motels/Inns/Resorts,SOUTHERN SUN HOTELS,Travel/Transport,17
3721,Hotels/Motels/Inns/Resorts,HILTON CONRAD,Travel/Transport,17
3722,Hotels/Motels/Inns/Resorts,WYNDHAM HOTEL AND RESORTS,Travel/Transport,17
3723,Hotels/Motels/Inns/Resorts,RICA HOTELS,Travel/Transport,17
3724,Hotels/Motels/Inns/Resorts,INER NOR HOTELS,Travel/Transport,17
3725,Hotels/Motels/Inns/Resorts,SEAINES PLANATION,Travel/Transport,17
3726,Hotels/Motels/Inns/Resorts,RIO SUITES,Travel/Transport,17
3727,Hotels/Motels/Inns/Resorts,BROADMOOR HOTEL,Travel/Transport,17
3728,Hotels/Motels/Inns/Resorts,BALLY’S HOTEL AND CASINO,Travel/Transport,17
3729,Hotels/Motels/Inns/Resorts,JOHN ASCUAGA’S NUGGET,Travel/Transport,17
3730,Hotels/Motels/Inns/Resorts,MGM GRAND HOTEL,Travel/Transport,17
3731,Hotels/Motels/Inns/Resorts,HARRAH’S HOTELS AND CASINOS,Travel/Transport,17
3732,Hotels/Motels/Inns/Resorts,OPRYLAND HOTEL,Travel/Transport,17
3733,Hotels/Motels/Inns/Resorts,BOCA RATON RESORT,Travel/Transport,17
3734,Hotels/Motels/Inns/Resorts,HARVEY/BRISTOL HOTELS,Travel/Transport,17
3735,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3736,Hotels/Motels/Inns/Resorts,COLORADO BELLE/EDGEWATER RESORT,Travel/Transport,17
3737,Hotels/Motels/Inns/Resorts,RIVIERA HOTEL AND CASINO,Travel/Transport,17
3738,Hotels/Motels/Inns/Resorts,TROPICANA RESORT AND CASINO,Travel/Transport,17
3739,Hotels/Motels/Inns/Resorts,WOODSIDE HOTELS AND RESORTS,Travel/Transport,17
3740,Hotels/Motels/Inns/Resorts,TOWNPLACE SUITES,Travel/Transport,17
3741,Hotels/Motels/Inns/Resorts,MILLENIUM BROADWAY HOTEL,Travel/Transport,17
3742,Hotels/Motels/Inns/Resorts,CLUB MED,Travel/Transport,17
3743,Hotels/Motels/Inns/Resorts,BILTMORE HOTEL AND SUITES,Travel/Transport,17
3744,Hotels/Motels/Inns/Resorts,CAREFREE RESORTS,Travel/Transport,17
3745,Hotels/Motels/Inns/Resorts,ST. REGIS HOTEL,Travel/Transport,17
3746,Hotels/Motels/Inns/Resorts,THE ELIOT HOTEL,Travel/Transport,17
3747,Hotels/Motels/Inns/Resorts,CLUBCORP/CLUB RESORTS,Travel/Transport,17
3748,Hotels/Motels/Inns/Resorts,WELESLEY INNS,Travel/Transport,17
3749,Hotels/Motels/Inns/Resorts,THE BEVERLY HILLS HOTEL,Travel/Transport,17
3750,Hotels/Motels/Inns/Resorts,CROWNE PLAZA HOTELS,Travel/Transport,17
3751,Hotels/Motels/Inns/Resorts,HOMEWOOD SUITES,Travel/Transport,17
3752,Hotels/Motels/Inns/Resorts,PEABODY HOTELS,Travel/Transport,17
3753,Hotels/Motels/Inns/Resorts,GREENBRIAH RESORTS,Travel/Transport,17
3754,Hotels/Motels/Inns/Resorts,AMELIA ISLAND PLANATION,Travel/Transport,17
3755,Hotels/Motels/Inns/Resorts,THE HOMESTEAD,Travel/Transport,17
3756,Hotels/Motels/Inns/Resorts,SOUTH SEAS RESORTS,Travel/Transport,17
3757,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3758,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3759,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3760,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3761,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3762,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3763,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3764,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3765,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3766,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3767,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3768,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3769,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3770,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3771,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3772,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3773,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3774,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3775,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3776,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3777,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3778,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3779,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3780,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3781,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3782,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3783,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3784,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3785,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3786,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3787,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3788,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3789,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3790,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,Travel/Transport,17
3816,,Home2Suites,Travel/Transport,17
3835,,* MASTERS ECONOMY INNS,Travel/Transport,17
4011,Railroads,Railroads,Travel/Transport,17
4111,"Commuter Transport, Ferries","Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",Travel/Transport,17
4112,Passenger Railways,Passenger Railways,Travel/Transport,17
4119,Ambulance Services,Ambulance Services,Healthcare,12
4121,Taxicabs/Limousines,Taxicabs and Limousines,Travel/Transport,17
4131,Bus Lines,"Bus Lines, Including Charters, Tour Buses",Travel/Transport,17
4214,"Motor Freight Carriers and Trucking - Local and Long Distance, Moving and Storage Companies, and Local Delivery Services ","Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",Travel/Transport,17
4215,Courier Services ,"Courier Services – Air or Ground, Freight forwarders",Travel/Transport,17
4225,"Public Warehousing and Storage - Farm Products, Refrigerated Goods, Household Goods, and Storage ","Public warehousing, Storage",Travel/Transport,17
4411,Cruise Lines,Cruise and Steamship Lines,Travel/Transport,17
4457,Boat Rentals and Leases,Boat Rentals and Leases,Travel/Transport,17
4468,"Marinas, Service and Supplies","Marinas, Marine Service, and Supplies",Shopping & Retail,3
4511,"Airlines, Air Carriers","Airlines, Air Carriers ( not listed elsewhere)",Travel/Transport,17
4582,"Airports, Flying Fields","Airports, Airport Terminals, Flying Fields",Travel/Transport,17
4722,"Travel Agencies, Tour Operators",Travel Agencies and Tour Operations,Travel/Transport,17
4723,TUI Travel - Germany,Package Tour Operators (For use in Germany only),Travel/Transport,17
4784,Tolls/Bridge Fees,Toll and Bridge Fees,Travel/Transport,17
4789,Transportation Services (Not Elsewhere Classified),"Transportation Services, Not elsewhere classified)",Travel/Transport,17
4812,Telecommunication Equipment and Telephone Sales,Telecommunications Equipment including telephone sales,Phone & Internet,9
4814,Telecommunication Services,"Fax services, Telecommunication Services",Phone & Internet,9
4815,,VisaPhone,,
4816,Computer Network Services,Computer Network Services,Phone & Internet,9
4821,Telegraph Services,Telegraph services,Phone & Internet,9
4829,"Wires, Money Orders",Money Orders – Wire Transfer,,
4899,"Cable, Satellite, and Other Pay Television and Radio",Cable and other pay television (previously Cable Services),Phone & Internet,9
4900,Utilities ,"Electric, Gas, Sanitary and Water Utilities",Housing & Utilities,4
5013,Motor Vehicle Supplies and New Parts,Motor vehicle supplies and new parts,Auto & Maintenance,5
5021,Office and Commercial Furniture,Office and Commercial Furniture,Shopping & Retail,3
5039,Construction Materials (Not Elsewhere Classified),"Construction Materials, Not Elsewhere Classified",Housing & Utilities,4
5044,"Photographic, Photocopy, Microfilm Equipment, and Supplies","Office, Photographic, Photocopy, and Microfilm Equipment",Shopping & Retail,3
5045,"Computers, Peripherals, and Software","Computers, Computer Peripheral Equipment, Software",Shopping & Retail,3
5046,Commercial Equipment (Not Elsewhere Classified),"Commercial Equipment, Not Elsewhere Classified",Shopping & Retail,3
5047,"Medical, Dental, Ophthalmic, and Hospital Equipment and Supplies","Medical, Dental Ophthalmic, Hospital Equipment and Supplies",Healthcare,12
5051,Metal Service Centers,Metal Service Centers and Offices,,
5065,Electrical Parts and Equipment,Electrical Parts and Equipment,Shopping & Retail,3
5072,"Hardware, Equipment, and Supplies",Hardware Equipment and Supplies,Housing & Utilities,4
5074,"Plumbing, Heating Equipment, and Supplies",Plumbing and Heating Equipment and Supplies,Housing & Utilities,4
5085,Industrial Supplies (Not Elsewhere Classified),"Industrial Supplies, Not Elsewhere Classified",Shopping & Retail,3
5094,"Precious Stones and Metals, Watches and Jewelry","Precious Stones and Metals, Watches and Jewelry",Shopping & Retail,3
5099,Durable Goods (Not Elsewhere Classified),"Durable Goods, Not Elsewhere Classified",,
5111,"Stationary, Office Supplies, Printing and Writing Paper","Stationery, Office Supplies, Printing, and Writing Paper",Shopping & Retail,3
5122,"Drugs, Drug Proprietaries, and Druggist Sundries","Drugs, Drug Proprietors, and Druggist’s Sundries",Healthcare,12
5131,"Piece Goods, Notions, and Other Dry Goods","Piece Goods, Notions, and Other Dry Goods",Shopping & Retail,3
5137,"Uniforms, Commercial Clothing",Men’s Women’s and Children’s Uniforms and Commercial Clothing,Shopping & Retail,3
5139,Commercial Footwear,Commercial Footwear,Shopping & Retail,3
5169,Chemicals and Allied Products (Not Elsewhere Classified),"Chemicals and Allied Products, Not Elsewhere Classified",,
5172,Petroleum and Petroleum Products,Petroleum and Petroleum Products,Gas & Fuel,6
5192,"Books, Periodicals, and Newspapers","Books, Periodicals, and Newspapers",Shopping & Retail,3
5193,"Florists Supplies, Nursery Stock, and Flowers","Florists’ Supplies, Nursery Stock and Flowers",Gifts & Social,11
5198,"Paints, Varnishes, and Supplies","Paints, Varnishes, and Supplies",Housing & Utilities,4
5199,Nondurable Goods (Not Elsewhere Classified),"Non-durable Goods, Not Elsewhere Classified",,
5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Housing & Utilities,4
5211,"Lumber, Building Materials Stores",Lumber and Building Materials Stores,Housing & Utilities,4
5231,"Glass, Paint, and Wallpaper Stores","Glass, Paint, and Wallpaper Stores",Housing & Utilities,4
5251,Hardware Stores,Hardware Stores,Housing & Utilities,4
5261,"Nurseries, Lawn and Garden Supply Stores",Nurseries – Lawn and Garden Supply Store,Housing & Utilities,4
5271,Mobile Home Dealers,Mobile Home Dealers,Housing & Utilities,4
5300,Wholesale Clubs,Wholesale Clubs,Groceries & Household,1
5309,Duty Free Stores,Duty Free Store,Shopping & Retail,3
5310,Discount Stores,Discount Stores,Shopping & Retail,3
5311,Department Stores,Department Stores,Shopping & Retail,3
5331,Variety Stores,Variety Stores,Shopping & Retail,3
5399,Miscellaneous General Merchandise,Misc. General Merchandise,Shopping & Retail,3
5411,"Grocery Stores, Supermarkets","Grocery Stores, Supermarkets",Groceries & Household,1
5422,Freezer and Locker Meat Provisioners,Meat Provisioners – Freezer and Locker,Groceries & Household,1
5441,"Candy, Nut, and Confectionery Stores","Candy, Nut, and Confectionery Stores",Groceries & Household,1
5451,Dairy Products Stores,Dairy Products Stores,Groceries & Household,1
5462,Bakeries,Bakeries,Groceries & Household,1
5499,Miscellaneous Food Stores - Convenience Stores and Specialty Markets,Misc. Food Stores – Convenience Stores and Specialty Markets,Groceries & Household,1
5511,"Car and Truck Dealers (New & Used) Sales, Service, Repairs Parts and Leasing ","Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing",Auto & Maintenance,5
5521,"Car and Truck Dealers (Used Only) Sales, Service, Repairs Parts and Leasing ",Automobile and Truck Dealers (Used Only),Auto & Maintenance,5
5531,Auto and Home Supply Stores,Automobile Supply Stores,Auto & Maintenance,5
5532,Automotive Tire Stores,Automotive Tire Stores,Auto & Maintenance,5
5533,Automotive Parts and Accessories Stores,"Automotive Parts, Accessories Stores",Auto & Maintenance,5
5541,Service Stations ,Service Stations ( with or without ancillary services),Gas & Fuel,6
5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Gas & Fuel,6
5551,Boat Dealers,Boat Dealers,Auto & Maintenance,5
5561,"Motorcycle Shops, Dealers","Recreational and Utility Trailers, Camp Dealers",Auto & Maintenance,5
5571,Motorcycle Shops and Dealers,Motorcycle Dealers,Auto & Maintenance,5
5592,Motor Homes Dealers,Motor Home Dealers,Auto & Maintenance,5
5598,Snowmobile Dealers,Snowmobile Dealers,Auto & Maintenance,5
5599,Miscellaneous Auto Dealers ,Miscellaneous Auto Dealers ,Auto & Maintenance,5
5611,Men’s and Boy’s Clothing and Accessories Stores,Men’s and Boy’s Clothing and Accessories Stores,Shopping & Retail,3
5621,Women’s Ready-To-Wear Stores,Women’s Ready-to-Wear Stores,Shopping & Retail,3
5631,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops,,
5641,Children’s and Infant’s Wear Stores,Children’s and Infant’s Wear Stores,Shopping & Retail,3
5651,Family Clothing Stores,Family Clothing Stores,Shopping & Retail,3
5655,Sports and Riding Apparel Stores,"Sports Apparel, Riding Apparel Stores",Shopping & Retail,3
5661,Shoe Stores,Shoe Stores,Shopping & Retail,3
